Course ID	Subject	Catalog	Subject Description	 Course Description	Attribute Formal Desc
28517	CULANTH	102	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(CZ) Civilizations
28517	CULANTH	102	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(SS) Social Sciences
28517	ICS	120	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(CCI) Cross Cultural Inquiry
28517	ICS	120	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(CZ) Civilizations
28517	ICS	120	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(SS) Social Sciences
28517	LIT	103	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(CCI) Cross Cultural Inquiry
28517	LIT	103	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(CZ) Civilizations
28517	LIT	103	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(SS) Social Sciences
28517	RIGHTS	123	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(CCI) Cross Cultural Inquiry
28517	RIGHTS	123	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(CZ) Civilizations
28517	RIGHTS	123	AMERICAN INDIAN NATIONS TODAY	This course is an introduction to the tremendous diversity of contemporary American Indian sovereign nations' and their citizens' experiences in the territory now known as the United States. American Indian Nations Today addresses the complexities of contemporary Native Nation topics by providing context for understanding the distinct political, legal, economic, social, and cultural institutions of Native Nations today. These topics and issues are analyzed from individual, local, and national Native and non-Native perspectives through readings, media, and occasional guest speakers.	(SS) Social Sciences
28519	EDUC	 115FS	CLASSROOM CULTURE	Examine linguistic features that participants in schools throughout America use to negotiate classroom culture. Focus on verbal and nonverbal communication through lens of historical and current primary sources that give voice to a range of American experiences. Analyze discursive moves based in (but not limited to) racial, ethnic, gender, and socioeconomic biases. Consider how teachers and students can collaborate to: (1) develop and build on discourses that respectfully address potentially uncomfortable topics; and (2) foster inclusive classroom communities founded on empathy, critical thinking, active listening, and objectivity. Open only to students in the Focus Program.	(EI) Ethical Inquiry
28519	EDUC	 115FS	CLASSROOM CULTURE	Examine linguistic features that participants in schools throughout America use to negotiate classroom culture. Focus on verbal and nonverbal communication through lens of historical and current primary sources that give voice to a range of American experiences. Analyze discursive moves based in (but not limited to) racial, ethnic, gender, and socioeconomic biases. Consider how teachers and students can collaborate to: (1) develop and build on discourses that respectfully address potentially uncomfortable topics; and (2) foster inclusive classroom communities founded on empathy, critical thinking, active listening, and objectivity. Open only to students in the Focus Program.	(SS) Social Sciences
28519	EDUC	 115FS	CLASSROOM CULTURE	Examine linguistic features that participants in schools throughout America use to negotiate classroom culture. Focus on verbal and nonverbal communication through lens of historical and current primary sources that give voice to a range of American experiences. Analyze discursive moves based in (but not limited to) racial, ethnic, gender, and socioeconomic biases. Consider how teachers and students can collaborate to: (1) develop and build on discourses that respectfully address potentially uncomfortable topics; and (2) foster inclusive classroom communities founded on empathy, critical thinking, active listening, and objectivity. Open only to students in the Focus Program.	Seminar
28541	POLSCI	202	POLITICAL PARTIES	Why is electoral participation organized around parties and not individual candidates? What do parties offer and deliver to voters? How did parties and party systems develop in the United States and Europe in the 19th century and what consequences did this have for the rules of the competitive game (electoral laws)? How have American and European parties changed their political appeals in the twentieth century, and then lately into the twenty-first century? Why have some party systems—like the American—sharply polarized, while others—typically in Europe—have fragmented into a multiplicity of political parties?	(CCI) Cross Cultural Inquiry
28541	POLSCI	202	POLITICAL PARTIES	Why is electoral participation organized around parties and not individual candidates? What do parties offer and deliver to voters? How did parties and party systems develop in the United States and Europe in the 19th century and what consequences did this have for the rules of the competitive game (electoral laws)? How have American and European parties changed their political appeals in the twentieth century, and then lately into the twenty-first century? Why have some party systems—like the American—sharply polarized, while others—typically in Europe—have fragmented into a multiplicity of political parties?	(SS) Social Sciences
28544	RACESOC	395	BASS CONNX RACE & SOCIETY	Bass Connections Year-long Project, independent study. Topics vary depending on semester and section. Undergraduate and graduate students work with faculty to investigate how race intersects with various aspects of society and lived experience. Projects often involve external experts and partners. Project work may run in parallel with, or contribute to, an on-going research project. Students will participate in seminars, data collection and analysis, field work and other learning experiences relevant to the project. Requires final paper or product containing significant analysis and interpretation. Instructor consent required.	(R) Research
28544	RACESOC	395	BASS CONNX RACE & SOCIETY	Bass Connections Year-long Project, independent study. Topics vary depending on semester and section. Undergraduate and graduate students work with faculty to investigate how race intersects with various aspects of society and lived experience. Projects often involve external experts and partners. Project work may run in parallel with, or contribute to, an on-going research project. Students will participate in seminars, data collection and analysis, field work and other learning experiences relevant to the project. Requires final paper or product containing significant analysis and interpretation. Instructor consent required.	Independent Study
28546	GSF	 251FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(CCI) Cross Cultural Inquiry
28546	GSF	 251FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(CZ) Civilizations
28546	GSF	 251FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(EI) Ethical Inquiry
28546	GSF	 251FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	Seminar
28546	ITALIAN	 208FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(CCI) Cross Cultural Inquiry
28546	ITALIAN	 208FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(CZ) Civilizations
28546	ITALIAN	 208FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(EI) Ethical Inquiry
28546	ITALIAN	 208FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	Seminar
28546	MEDREN	 250FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(CCI) Cross Cultural Inquiry
28546	MEDREN	 250FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(CZ) Civilizations
28546	MEDREN	 250FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(EI) Ethical Inquiry
28546	MEDREN	 250FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	Seminar
28546	ROMST	 208FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(CCI) Cross Cultural Inquiry
28546	ROMST	 208FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(CZ) Civilizations
28546	ROMST	 208FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	(EI) Ethical Inquiry
28546	ROMST	 208FS	GENDERING THE RENAISSANCE	Course studies the debates around women, gender, and sexuality in Renaissance Italy and Europe (ca.1400–1700). Framed historically as 'the woman question' (la querelle des femmes), these debates challenged women's nature, capabilities, and intellect, sparking robust response by women poets and philosophers, as well as by male defenders of the female sex. An interdisciplinary approach studying how gendered expectations for Renaissance women and men emerged across lyric poetry, conduct manuals, medical treatises, political pamphlets, paintings, theater, and early opera. We will contextualize early examples of premodern feminism, anti-feminism, misogyny, and prejudice compared to models today.	Seminar
28579	UNIV	102	LETS TALK ABOUT CLIMATE CHANGE	How we speak shapes how we think and act. This course examines how the natural and social sciences, and the humanities and the fine arts, equip people to speak about, analyze and evaluate the many ways climate change is affecting our world today. It gives students the philosophical tools they need to imagine and implement a more just and hopeful future. No prerequisites required.	(EI) Ethical Inquiry
28579	UNIV	102	LETS TALK ABOUT CLIMATE CHANGE	How we speak shapes how we think and act. This course examines how the natural and social sciences, and the humanities and the fine arts, equip people to speak about, analyze and evaluate the many ways climate change is affecting our world today. It gives students the philosophical tools they need to imagine and implement a more just and hopeful future. No prerequisites required.	(NS) Natural Sciences
28579	UNIV	102	LETS TALK ABOUT CLIMATE CHANGE	How we speak shapes how we think and act. This course examines how the natural and social sciences, and the humanities and the fine arts, equip people to speak about, analyze and evaluate the many ways climate change is affecting our world today. It gives students the philosophical tools they need to imagine and implement a more just and hopeful future. No prerequisites required.	(STS) Science, Technology, and Society
28621	SCISOC	  89S	FYS TOPICS IN SCISOC	First Year Seminar Topics in Science and Society	Seminar
28621	SCISOC	  89S	FYS TOPICS IN SCISOC	First Year Seminar Topics in Science and Society	Topics Course
28625	DOCST	 190FS	FOCUS PROGRAM TOPICS IN DOCST	Open only to students in the Focus Program. Topics vary each semester offered.	Seminar
28625	DOCST	 190FS	FOCUS PROGRAM TOPICS IN DOCST	Open only to students in the Focus Program. Topics vary each semester offered.	Topics Course
28653	AMES	146	KOREAN POPULAR MUSIC (K-POP)	This course investigates the history, production, reception, and circulation of Korean popular music (K-pop). The course is designed in three modules: the first module offers a critical overview of the history of Korean popular music from 1900 to the present; the second module focuses on the political economy of K-pop; the third module investigates various social issues concerning K-pop, including gender politics, cultural appropriation, visual and aural aesthetics, fandom culture, use of technology, etc. Students will engage with both scholarly articles and popular sources, as well as music videos and albums. Knowledge of the Korean language can be helpful but is not required.	(ALP) Arts, Literature & Performance
28653	AMES	146	KOREAN POPULAR MUSIC (K-POP)	This course investigates the history, production, reception, and circulation of Korean popular music (K-pop). The course is designed in three modules: the first module offers a critical overview of the history of Korean popular music from 1900 to the present; the second module focuses on the political economy of K-pop; the third module investigates various social issues concerning K-pop, including gender politics, cultural appropriation, visual and aural aesthetics, fandom culture, use of technology, etc. Students will engage with both scholarly articles and popular sources, as well as music videos and albums. Knowledge of the Korean language can be helpful but is not required.	(CZ) Civilizations
28653	AMES	146	KOREAN POPULAR MUSIC (K-POP)	This course investigates the history, production, reception, and circulation of Korean popular music (K-pop). The course is designed in three modules: the first module offers a critical overview of the history of Korean popular music from 1900 to the present; the second module focuses on the political economy of K-pop; the third module investigates various social issues concerning K-pop, including gender politics, cultural appropriation, visual and aural aesthetics, fandom culture, use of technology, etc. Students will engage with both scholarly articles and popular sources, as well as music videos and albums. Knowledge of the Korean language can be helpful but is not required.	(R) Research
28653	MUSIC	148	KOREAN POPULAR MUSIC (K-POP)	This course investigates the history, production, reception, and circulation of Korean popular music (K-pop). The course is designed in three modules: the first module offers a critical overview of the history of Korean popular music from 1900 to the present; the second module focuses on the political economy of K-pop; the third module investigates various social issues concerning K-pop, including gender politics, cultural appropriation, visual and aural aesthetics, fandom culture, use of technology, etc. Students will engage with both scholarly articles and popular sources, as well as music videos and albums. Knowledge of the Korean language can be helpful but is not required.	(ALP) Arts, Literature & Performance
28653	MUSIC	148	KOREAN POPULAR MUSIC (K-POP)	This course investigates the history, production, reception, and circulation of Korean popular music (K-pop). The course is designed in three modules: the first module offers a critical overview of the history of Korean popular music from 1900 to the present; the second module focuses on the political economy of K-pop; the third module investigates various social issues concerning K-pop, including gender politics, cultural appropriation, visual and aural aesthetics, fandom culture, use of technology, etc. Students will engage with both scholarly articles and popular sources, as well as music videos and albums. Knowledge of the Korean language can be helpful but is not required.	(CZ) Civilizations
28653	MUSIC	148	KOREAN POPULAR MUSIC (K-POP)	This course investigates the history, production, reception, and circulation of Korean popular music (K-pop). The course is designed in three modules: the first module offers a critical overview of the history of Korean popular music from 1900 to the present; the second module focuses on the political economy of K-pop; the third module investigates various social issues concerning K-pop, including gender politics, cultural appropriation, visual and aural aesthetics, fandom culture, use of technology, etc. Students will engage with both scholarly articles and popular sources, as well as music videos and albums. Knowledge of the Korean language can be helpful but is not required.	(R) Research
28659	AADS	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	(CCI) Cross Cultural Inquiry
28659	AADS	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	(CZ) Civilizations
28659	AADS	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	(EI) Ethical Inquiry
28659	AADS	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	(W) Writing
28659	AADS	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	Seminar
28659	GSF	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	(CCI) Cross Cultural Inquiry
28659	GSF	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	(CZ) Civilizations
28659	GSF	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	(EI) Ethical Inquiry
28659	GSF	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	(W) Writing
28659	GSF	 382S	INTIMACIES	A deep dive into the theoretical concept of intimacy, this seminar touches upon the racial, sensorial, and sexual life of nations and the state. Through discussions about citizenship, religion, migration, political economy, belonging, community, and activism, we consider what it means for bodies to exist in relation not only to other bodies, but also within the larger body of the nation-state. We examine theoretical writing alongside film, performance and installation art, law, and pop culture, bringing sexuality to bear on indigenous genocide, the Antebellum South, anti-immigration and miscegenation law, US militarism in Asia and the Pacific, LGBTQ rights, and political scandal.	Seminar
28670	FRENCH	391	INDEPENDENT STUDY	Individual study in a field of special interest, under the supervision of a faculty member, focusing on scholarship examining the literary, cultural, historical, and sociolinguistic fields of inquiry. The independent study draws heavily on primary and secondary readings, resulting in a substantive, well-written paper or similar final product. Consent of instructor and Director of Undergraduate Studies required.	Independent Study
28722	BRAINSOC	495	BRAIN & SOCIETY INDEP STUDY	Bass Connections Research Independent Study. Topics vary by semester and section. Student enrolled will work with faculty mentor to investigate intersections between neuroscience and socially challenging questions in healthcare, the humanities, policy, economics, ethics and law. Work may also engage the team's external partners. Student enrolled will contribute to teamwork, but otherwise function independently in data collection and analysis, lab work, field work, and/or other relevant research activities. Requires end-of-term paper or scholarly product containing significant analysis and interpretation.	(R) Research
28722	BRAINSOC	495	BRAIN & SOCIETY INDEP STUDY	Bass Connections Research Independent Study. Topics vary by semester and section. Student enrolled will work with faculty mentor to investigate intersections between neuroscience and socially challenging questions in healthcare, the humanities, policy, economics, ethics and law. Work may also engage the team's external partners. Student enrolled will contribute to teamwork, but otherwise function independently in data collection and analysis, lab work, field work, and/or other relevant research activities. Requires end-of-term paper or scholarly product containing significant analysis and interpretation.	Independent Study
28723	BRAINSOC	 393T	BASS CONNX BRAIN & SOCIETY	Bass Connections Year-long Project Team. Topics vary by semester and section. Interdisciplinary teams of students work with faculty to build connections between neuroscience and socially challenging questions rooted in policy, economics, ethics, law, the humanities and/or healthcare. Teams may include external partners. A team's work may parallel or contribute to ongoing faculty-initiated research. Teams will participate in seminars, data collection and analysis, lab work, field work, and other relevant learning, research or service experiences. Requires final paper or product containing significant analysis and interpretation.	(R) Research
28723	BRAINSOC	 393T	BASS CONNX BRAIN & SOCIETY	Bass Connections Year-long Project Team. Topics vary by semester and section. Interdisciplinary teams of students work with faculty to build connections between neuroscience and socially challenging questions rooted in policy, economics, ethics, law, the humanities and/or healthcare. Teams may include external partners. A team's work may parallel or contribute to ongoing faculty-initiated research. Teams will participate in seminars, data collection and analysis, lab work, field work, and other relevant learning, research or service experiences. Requires final paper or product containing significant analysis and interpretation.	(SS) Social Sciences
